41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41, 2,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,22,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,22,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,21,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,22,41,41,41,41,41,41,41,41,41,41,41,23,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,21,41
41,41,41,41,41,41,41,41,41,41,63,41,41,41,63,41,41,41,41,41,41,41,41,41,41
41,41, 0, 0,41,41,41,41,41,41,63,41, 0,41,63,41,41,41,41,41,41, 0, 0,41,41
41,41, 0, 0,41,41,41,41,41,41,63,41,63,41,63,41,41,41,41,41,41, 0, 0,41,41
41,41,41,41,41,41,41,41,41,41,63,41,41,41,63,41,41,41,41,41,41,41,41,23,41
41,41,41,41,41,41,41,41,41,41,63,41,41,41,63,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,21,41,21,41,41,41, 1,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,21,41,41,41,41,41,41,43,41,41, 2,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
